"","CensusTract","State","County","Urban","OHU2010","PCTGQTRS","LILATracts_1And10","LILATracts_halfAnd10","LILATracts_1And20","LILATracts_Vehicle","LowIncomeTracts","PovertyRate","LA1and10","LAhalfand10","LA1and20","LATracts_half","LATracts1","LATracts10","LATracts20","LATractsVehicle_20","LAPOP1_10","LAPOP05_10","LAPOP1_20","LALOWI1_10","LALOWI05_10","LALOWI1_20","lapophalf","lalowihalf","laseniorshalf","laseniorshalfshare","lablackhalf","lablackhalfshare","laasianhalfshare","lahunvhalf","lahunvhalfshare","lasnaphalf","lasnaphalfshare","lapop1","lapop1share","lalowi1","lalowi1share","laseniors1","laseniors1share","lablack1","lablack1share","lahunv1","lahunv1share","lasnap1","lasnap1share","lalowi10","lalowi10share","laseniors10","laseniors10share","lablack10","lablack10share","lahunv10","lahunv10share","lasnap10","lasnap10share","lapop20","lapop20share","lalowi20","lalowi20share","lablack20","lablack20share","lahunv20","lahunv20share","lasnap20","lasnap20share","TractLOWI","TractSeniors","TractBlack","TractHUNV"
"97",51650010309,"Virginia","Hampton",1,1878,0,1,1,1,0,1,13.4,1,1,1,1,1,0,0,0,1214.547677,3607.26018,1214.547677,438.6600342,1283.929382,438.6600342,3607.26018,1283.929382,254.9761663,0.05692703,1792.481363,0.400196777,0.017854461,80.87361445,0.043063692,148.4959561,0.079071329,1214.547677,0.27116492,438.6600342,0.097937047,127.7013778,0.028511136,517.8687851,0.115621519,26.0336193,0.013862417,45.64436253,0.024304772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576,362,2112,92
"98",51650010310,"Virginia","Hampton",1,1829,0.0016241,0,0,0,0,0,5.2,0,1,0,1,0,0,0,0,15.66649437,2944.581412,15.66649437,1.820571184,622.3766952,1.820571184,2944.581412,622.3766952,429.146265,0.099569899,1289.284006,0.29913782,0.027758692,26.82850018,0.014668398,50.57025907,0.02764913,15.66649437,0.003634917,1.820571184,0.000422406,3.208800077,0.000744501,3.020047188,0.000700707,0,0,0.261729211,0.0001431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928,718,1749,37
"99",51650010311,"Virginia","Hampton",1,1815,0,0,0,0,0,0,14.3,0,1,0,1,0,0,0,0,0,1925.670777,0,0,442.7254456,0,1925.670777,442.7254456,186.9828259,0.042294238,944.1781656,0.213566651,0.010643537,25.26841,0.013921989,94.80991226,0.052236866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061,330,2335,63
"100",51650010312,"Virginia","Hampton",1,1259,0,0,0,0,0,0,7.7,0,1,0,1,0,0,0,0,0,3262.578765,0,0,799.7084252,0,3262.578765,799.7084252,477.3121973,0.141467753,713.4906994,0.211467309,0.019834553,31.22681992,0.024802875,39.63491636,0.031481268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837,487,751,37
"101",51650010313,"Virginia","Hampton",1,3586,0.0371647,0,1,0,1,1,14.1,0,1,0,1,0,0,0,1,0,2252.301481,0,0,1330.827992,0,2252.301481,1330.827992,115.7518556,0.017346299,1466.490699,0.219764828,0.006444573,219.2143776,0.061130613,175.5584649,0.048956627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2833,821,3935,528
"102",51650010314,"Virginia","Hampton",1,788,0,0,0,0,0,0,9.1,1,1,1,1,1,0,0,0,966.4792924,1757.545058,966.4792924,241.6198231,366.1736674,241.6198231,1757.545058,366.1736674,146.1239792,0.078900637,842.4250553,0.45487314,0.02285035,54.4991623,0.069161373,57.41849116,0.072866106,966.4792924,0.521857069,241.6198231,0.130464267,72.71561984,0.039263294,242.1218336,0.130735331,42.77962314,0.054288862,34.99480595,0.044409652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,159,907,56
"103",51650010400,"Virginia","Hampton",1,2714,0,0,1,0,1,1,22.6,0,1,0,1,0,0,0,1,0,3913.235282,0,0,1501.61692,0,3913.235282,1501.61692,791.2915648,0.119386175,2960.745668,0.446702726,0.007626023,278.7785368,0.102718694,253.2740949,0.093321332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2666,1328,4987,416
"104",51650010501,"Virginia","Hampton",1,2497,0.0256675,1,1,1,1,1,18.6,1,1,1,1,1,0,0,1,4610.722324,5804.999975,4610.722324,2181.448025,2620.304625,2181.448025,5804.999975,2620.304625,947.9999966,0.163307493,4137.00002,0.712661502,0.028940569,259.0726226,0.103753553,367.7363542,0.147271267,4610.722324,0.794267412,2181.448025,0.375787773,746.7925941,0.128646442,3262.561166,0.562026041,218.8044207,0.087626921,285.8837125,0.114490874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2777,948,4137,269
"105",51650010502,"Virginia","Hampton",1,1316,0,1,1,1,1,1,29.3,1,1,1,1,1,0,0,1,1769.048177,2682.746322,1769.048177,1016.617489,1474.226057,1016.617489,2682.746322,1474.226057,124.8742955,0.038853234,2105.390525,0.655068614,0.008667661,288.0116568,0.218853843,323.6915195,0.2459662,1769.048177,0.55041947,1016.617489,0.316309113,67.79246306,0.021092863,1481.772346,0.461036822,196.6247942,0.149410938,210.0171437,0.159587495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1735,163,2434,327
"106",51650010601,"Virginia","Hampton",1,1075,0.1051667,1,1,1,1,1,38.5,1,1,1,1,1,0,0,1,1623.61176,2728.999944,1623.61176,894.7588657,1584.402075,894.7588657,2728.999944,1584.402075,184.9999997,0.067790399,2064.999956,0.756687415,0.006229388,253.2759915,0.235605573,391.9962899,0.364647711,1623.61176,0.594947512,894.7588657,0.327870599,101.8717765,0.037329343,1181.27486,0.432859971,141.3578595,0.131495683,220.4457933,0.205065854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1238,185,2065,192
"107",51650010602,"Virginia","Hampton",1,1272,0,0,1,0,1,1,42.1,0,1,0,1,0,0,0,1,4.762043715,1264.20268,4.762043715,2.701574683,829.9353945,2.701574683,1264.20268,829.9353945,141.725352,0.045850971,921.0027079,0.297962701,0.000279963,117.4964308,0.092371408,138.7405627,0.109072769,4.762043715,0.001540616,2.701574683,0.000874013,0.954370409,0.000308758,4.444534004,0.001437895,0.532936163,0.000418975,0.55921679,0.000439636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952,401,2477,308
"108",51650010701,"Virginia","Hampton",1,1505,0.003027,0,1,0,0,1,33.3,0,1,0,1,0,0,0,0,388.9468732,1805.371329,388.9468732,105.6721826,544.2045078,105.6721826,1805.371329,544.2045078,287.0367425,0.078986445,652.5469064,0.179567118,0.015456792,69.16030819,0.045953693,244.4010479,0.162392723,388.9468732,0.10702996,105.6721826,0.029078751,46.90653956,0.012907688,122.838839,0.033802652,13.96677422,0.009280249,57.92514754,0.03848847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1844,389,1919,274
"109",51650010702,"Virginia","Hampton",1,1450,0.0013405,0,1,0,0,1,8.4,0,1,0,1,0,0,0,0,35.67261219,2945.950955,35.67261219,13.35250282,1256.230927,13.35250282,2945.950955,1256.230927,311.7870761,0.083589028,738.1407557,0.197892964,0.007079841,39.72213593,0.027394577,168.5397464,0.116234308,35.67261219,0.009563703,13.35250282,0.003579759,6.597762048,0.001768837,9.065620422,0.002430461,0.424508926,0.000292765,1.880086869,0.001296612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1613,378,975,54
"110",51650010703,"Virginia","Hampton",1,1247,0,0,0,0,0,0,2.7,0,1,0,1,0,0,0,0,0,1871.057338,0,0,255.3969813,0,1871.057338,255.3969813,230.6174055,0.072612533,494.420665,0.155674013,0.014497679,21.1001325,0.016920716,7.90703537,0.006340846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,460,760,29
"111",51650010800,"Virginia","Hampton",1,2279,0,1,1,1,1,1,6.2,1,1,1,1,1,0,0,1,717.6278451,4399.472625,717.6278451,383.7749874,1665.212759,383.7749874,4399.472625,1665.212759,691.3349226,0.130023495,1647.408205,0.309837917,0.020989771,166.484619,0.07305161,218.6524874,0.095942294,717.6278451,0.134968562,383.7749874,0.072178858,110.8487492,0.020847987,229.6889503,0.043198975,30.28400484,0.013288286,34.56768887,0.01516792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1860,872,1829,181
"112",51650010900,"Virginia","Hampton",1,783,0.0023901,0,1,0,0,1,29.9,0,1,0,1,0,0,0,0,0,668.1393344,0,0,323.0212366,0,668.1393344,323.0212366,74.33386957,0.035532442,489.196688,0.233841629,0.001862932,32.6480481,0.041696102,78.62182942,0.100411021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,231,1592,98
"113",51650011000,"Virginia","Hampton",1,2515,0.0163693,1,1,1,0,1,16.9,1,1,1,1,1,0,0,0,922.2958634,3059.826896,922.2958634,358.6706153,1405.428822,358.6706153,3059.826896,1405.428822,386.8410961,0.063323146,820.5302148,0.13431498,0.00706897,86.36495969,0.034339944,166.6625694,0.066267423,922.2958634,0.150973296,358.6706153,0.058711837,176.8616052,0.028950991,102.4276551,0.016766681,33.61862394,0.013367246,58.28848727,0.023176337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2999,694,2248,141
"114",51650011100,"Virginia","Hampton",0,278,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695.9999988,26.76923079,50.0000028,0.071839084,137.9999993,0.198275861,0.00862069,22.81025676,0.082051283,0,0,682.1116951,0.980045539,26.23506526,0.037694059,50.0000028,0.071839084,136.7295424,0.196450492,22.56149762,0.081156466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,50,138,16
"115",51650011200,"Virginia","Hampton",1,1279,0,0,1,0,0,1,19.1,0,1,0,1,0,0,0,0,0,1114.338643,0,0,500.9341941,0,1114.338643,500.9341941,173.5760353,0.06113985,306.9948707,0.108134861,0.003466385,62.23254655,0.04865719,64.38890637,0.050343164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,437,805,127
"116",51650011300,"Virginia","Hampton",1,853,0.0647938,0,1,0,0,1,22.2,0,1,0,1,0,0,0,0,0,634.6154528,0,0,326.2156857,0,634.6154528,326.2156857,47.52910642,0.021535617,373.0545417,0.169032416,0.007200239,27.1623051,0.031843265,46.18987282,0.05414991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,197,1291,99
"117",51650011400,"Virginia","Hampton",1,280,0.8146552,0,1,0,0,1,73.3,0,1,0,1,0,0,0,0,78.00639343,2779.290906,78.00639343,60.69232559,2071.376653,60.69232559,2779.290906,2071.376653,89.12794209,0.032014347,2509.604748,0.901438487,0.003170111,51.36671019,0.183452536,42.1470432,0.150525154,78.00639343,0.028019538,60.69232559,0.021800404,0.412900299,0.000148312,72.13050079,0.025908944,0.986264229,0.003522372,0.809242427,0.002890152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,90,2511,39
"118",51650011500,"Virginia","Hampton",1,1826,0,0,0,0,0,0,11.1,1,1,1,1,1,0,0,0,2117.662702,3306.315828,2117.662702,614.4376517,845.1877,614.4376517,3306.315828,845.1877,492.8398579,0.121389128,526.4010841,0.129655439,0.008078013,77.26104653,0.042311636,136.6662584,0.07484461,2117.662702,0.521591798,614.4376517,0.151339323,301.846176,0.074346349,397.7501018,0.097968005,71.57895994,0.039199869,85.97377977,0.047083121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007,663,629,82
"119",51650011600,"Virginia","Hampton",1,1107,0.0092183,0,1,0,0,1,24.4,0,1,0,1,0,0,0,0,0,604.0077475,0,0,343.3619866,0,604.0077475,343.3619866,65.06763801,0.023992492,407.7807404,0.15036163,0.001386583,27.34084864,0.024698147,27.86247212,0.025169352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455,251,1714,101
"120",51650011800,"Virginia","Hampton",1,1903,0.022541,1,1,1,1,1,20.1,1,1,1,1,1,0,0,1,1785.292214,4877.351602,1785.292214,696.5391162,2126.478971,696.5391162,4877.351602,2126.478971,713.8919042,0.146289325,3263.081186,0.668664177,0.005283567,155.093374,0.081499408,359.438658,0.188880009,1785.292214,0.365838568,696.5391162,0.142733425,262.4816255,0.053787218,1296.138797,0.265602213,65.93250399,0.034646613,137.1646581,0.072078118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2035,714,3264,146
"121",51650011900,"Virginia","Hampton",1,1268,0.0012587,1,1,1,1,1,25.8,1,1,1,1,1,0,0,1,3063.783946,3177.99999,3063.783946,1411.516693,1449.160757,1411.516693,3177.99999,1449.160757,486.9999978,0.153241031,2851.999992,0.897419758,0.00660793,185.8549329,0.146573291,203.9870643,0.160873079,3063.783946,0.964060398,1411.516693,0.444152515,473.7013696,0.149056441,2749.299233,0.865103597,177.415567,0.13991764,196.8793957,0.155267662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503,487,2852,171
"122",51650012000,"Virginia","Hampton",1,1325,0,1,1,1,1,1,22.9,1,1,1,1,1,0,0,1,3216.999977,3216.999977,3216.999977,1676.187281,1676.187281,1676.187281,3216.999977,1676.187281,442.0000006,0.137395089,2406.999999,0.74821262,0.020826857,152.8132847,0.115330781,252.8897834,0.190860214,3216.999977,0.999999993,1676.187281,0.521040498,442.0000006,0.137395089,2406.999999,0.74821262,152.8132847,0.115330781,252.8897834,0.190860214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1404,442,2407,134
"123",51650012100,"Virginia","Hampton",1,2335,0,0,0,0,0,0,3.6,1,1,1,1,1,0,0,0,4700.620926,5909.898323,4700.620926,558.1598626,824.5432729,558.1598626,5909.898323,824.5432729,885.9822657,0.149912397,884.9574504,0.149738993,0.014381403,17.24169749,0.007384025,61.84655678,0.026486748,4700.620926,0.795367331,558.1598626,0.094443293,661.0201642,0.111847744,617.0003267,0.104399378,16.76755789,0.007180967,49.12566678,0.021038829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,886,885,15
"124",51650990100,"Virginia","Hampton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",51700030100,"Virginia","Newport News",1,1545,0.2215756,1,1,1,1,1,52.4,1,1,1,1,1,0,0,1,1244.000124,4406.411963,1244.000124,730.1786654,2848.169729,730.1786654,4406.411963,2848.169729,179.9999941,0.04028648,3565.836986,0.79808348,0.004252462,651.0061424,0.421363199,641.8175245,0.415415873,1244.000124,0.278424379,730.1786654,0.163424052,93.65005102,0.020960173,928.9513678,0.207912124,217.261686,0.14062245,274.5907202,0.177728621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2532,191,3626,553
"126",51700030300,"Virginia","Newport News",1,2432,0.0009651,1,1,1,1,1,28.5,1,1,1,1,1,0,0,1,1591.302706,5265.559005,1591.302706,863.8655738,3114.123809,863.8655738,5265.559005,3114.123809,715.9399533,0.115158429,4668.087728,0.75085857,0.00289499,383.179242,0.157557254,505.973543,0.208048332,1591.302706,0.255959901,863.8655738,0.138952159,185.7521217,0.029878096,1270.92979,0.204428147,41.9926518,0.017266715,147.048949,0.060464206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3449,906,5575,498
"127",51700030400,"Virginia","Newport News",1,1320,0.0061105,0,0,0,0,1,48.5,0,0,0,0,0,0,0,0,0,332.4838355,0,0,254.5531365,0,332.4838355,254.5531365,29.73396864,0.007899567,296.9014172,0.078879229,0,8.912630293,0.006751993,51.15055631,0.038750421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2631,381,3593,446
"128",51700030500,"Virginia","Newport News",1,713,0.0202801,0,1,0,0,1,31.5,0,1,0,1,0,0,0,0,0,643.2355217,0,0,311.0844249,0,643.2355217,311.0844249,90.31481426,0.043609278,595.0189921,0.287309991,0.001448576,84.67925666,0.118764736,101.0503287,0.141725566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,249,1912,218
"129",51700030600,"Virginia","Newport News",1,1007,0,0,1,0,0,1,39.2,0,1,0,1,0,0,0,0,0,585.920138,0,0,405.1416688,0,585.920138,405.1416688,83.65224579,0.032676659,551.4458993,0.215408554,0,50.87379882,0.050520158,118.1712141,0.117349766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1803,313,2395,228
"130",51700030800,"Virginia","Newport News",1,887,0,0,1,0,0,1,33.7,0,1,0,1,0,0,0,0,0,946.3681262,0,0,472.0900254,0,946.3681262,472.0900254,157.2851539,0.068803654,883.9562079,0.386682506,0.000269502,86.14984113,0.097124962,119.2460029,0.134437433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935,286,2139,182
"131",51700030900,"Virginia","Newport News",1,945,0,1,1,1,1,1,26.9,1,1,1,1,1,0,0,1,737.2006833,2126.418511,737.2006833,352.6373866,989.7020742,352.6373866,2126.418511,989.7020742,186.5447059,0.087251967,1362.979535,0.637502121,0.012147588,150.1820217,0.158922774,198.6180713,0.210177853,737.2006833,0.344808552,352.6373866,0.164937973,95.179158,0.044517848,364.3806996,0.170430636,50.4033074,0.053336833,69.57261442,0.073621814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954,187,1372,134
"132",51700031100,"Virginia","Newport News",1,1310,0.0040161,1,1,1,1,1,11.6,1,1,1,1,1,0,0,1,711.3208778,2638.161307,711.3208778,54.18054969,556.7619683,54.18054969,2638.161307,556.7619683,379.5385236,0.138568282,1070.359061,0.390784615,0.016462976,171.836379,0.131172808,256.797614,0.196028713,711.3208778,0.259700941,54.18054969,0.019781143,77.43062615,0.02826967,191.5070452,0.0699186,0,0,54.80729078,0.041837627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,390,1122,170
"133",51700031200,"Virginia","Newport News",1,1103,0,0,1,0,0,1,21.5,0,1,0,1,0,0,0,0,157.3627782,968.0453659,157.3627782,88.5403924,527.7236781,88.5403924,968.0453659,527.7236781,93.480115,0.043078394,328.7475258,0.151496556,0.001626398,50.15922587,0.045475273,73.25004593,0.066409833,157.3627782,0.072517409,88.5403924,0.040802024,14.1225155,0.006508072,36.43875417,0.016792053,6.354148911,0.005760788,10.79114228,0.009783447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,243,1111,134
"134",51700031300,"Virginia","Newport News",1,1934,0.0011596,1,1,1,1,1,17.9,1,1,1,1,1,0,0,1,699.0669564,2345.024306,699.0669564,241.7241862,763.9254601,241.7241862,2345.024306,763.9254601,342.0322415,0.079321021,1373.053964,0.318426244,0.004989856,111.6944337,0.057753068,204.1721643,0.105569888,699.0669564,0.162121279,241.7241862,0.056058485,93.65177055,0.021718871,388.5979326,0.090120114,31.39566048,0.016233537,65.67822576,0.033959786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423,557,2553,232
"135",51700031400,"Virginia","Newport News",1,2447,0.0454111,0,1,0,1,1,16.9,0,1,0,1,0,0,0,1,372.4107312,5392.645091,372.4107312,115.2178631,2357.735314,115.2178631,5392.645091,2357.735314,748.7619579,0.119305602,2322.560018,0.370070111,0.010104645,229.3497871,0.093726926,344.7955459,0.140905413,372.4107312,0.059338867,115.2178631,0.018358487,55.89149883,0.008905593,90.65223773,0.01444427,8.624703791,0.003524603,23.50569564,0.009605924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2573,885,2717,260
"136",51700031500,"Virginia","Newport News",1,2606,0.0131782,0,0,0,0,0,7.1,0,1,0,1,0,0,0,1,0,3826.035142,0,0,1151.328985,0,3826.035142,1151.328985,397.2807689,0.067992601,696.8492111,0.11926223,0.009641958,109.8155381,0.0421395,175.7736839,0.06744961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1571,657,964,164
"137",51700031601,"Virginia","Newport News",1,2468,0.00161,0,1,0,0,1,11.1,0,1,0,1,0,0,0,0,374.6737899,2607.896825,374.6737899,61.96976257,495.5516678,61.96976257,2607.896825,495.5516678,348.6563327,0.056135297,697.7735948,0.112344807,0.006787272,59.72372464,0.02419924,229.8127801,0.09311701,374.6737899,0.06032423,61.96976257,0.009977421,46.26424158,0.007448759,79.48870671,0.012798053,4.516374542,0.001829973,31.65792938,0.012827362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921,571,2608,245
"138",51700031602,"Virginia","Newport News",1,1894,0.0020216,0,0,0,0,0,8.8,0,1,0,1,0,0,0,0,183.2907734,2264.967756,183.2907734,27.61915779,506.4619573,27.61915779,2264.967756,506.4619573,353.1511944,0.079324168,454.3053756,0.102045233,0.00933865,58.30691405,0.030785065,70.51208983,0.037229192,183.2907734,0.041170434,27.61915779,0.006203764,8.119058788,0.001823688,101.3491287,0.022764854,4.449424446,0.002349221,6.891299427,0.00363849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093,625,764,116
"139",51700031701,"Virginia","Newport News",1,1144,0.4663826,0,1,0,1,1,20.8,0,1,0,1,0,0,0,1,113.2092533,1701.784803,113.2092533,57.47856808,758.5659596,57.47856808,1701.784803,758.5659596,390.9309327,0.092549937,491.4422273,0.116345224,0.005016529,140.8451908,0.123116426,115.8759203,0.10129014,113.2092533,0.026801433,57.47856808,0.013607616,41.87713313,0.009914094,33.55598354,0.007944125,13.19309556,0.011532426,9.084860444,0.007941312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957,480,768,168
"140",51700031702,"Virginia","Newport News",1,1613,0.1718553,0,1,0,0,1,7.9,0,1,0,1,0,0,0,0,372.143046,2850.061445,372.143046,91.88589301,674.9026533,91.88589301,2850.061445,674.9026533,331.2156722,0.069670945,846.7314664,0.178109269,0.007118987,70.55954347,0.043744292,79.10948237,0.049044936,372.143046,0.078279984,91.88589301,0.019328122,34.08308938,0.00716935,161.9499151,0.034066032,18.92254215,0.011731272,11.50868578,0.007134957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,510,992,49
"141",51700031800,"Virginia","Newport News",1,1614,0.0015152,0,0,0,0,0,7.2,0,1,0,1,0,0,0,0,469.1646055,2326.678176,469.1646055,81.73407436,400.9833484,81.73407436,2326.678176,400.9833484,505.9590334,0.127767433,50.32131771,0.012707403,0.007397087,6.635830678,0.004111419,31.06986837,0.019250228,469.1646055,0.11847591,81.73407436,0.020639918,109.0599663,0.027540396,12.30300213,0.003106819,0.085558645,5.30103e-05,6.324099653,0.003918277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719,864,112,21
"142",51700031901,"Virginia","Newport News",1,1455,0,0,0,0,0,0,3.9,1,1,1,1,1,0,0,0,3154.365136,3732.628985,3154.365136,511.7545578,613.1356714,511.7545578,3732.628985,613.1356714,549.8724607,0.14726097,347.0000031,0.092929835,0.014444625,9.199739085,0.006322845,28.87802479,0.01984744,3154.365136,0.844768381,511.7545578,0.13705264,449.4315516,0.120361958,303.2309594,0.081208077,8.97876991,0.006170976,24.30518922,0.016704597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,550,347,9
"143",51700031902,"Virginia","Newport News",1,1823,0,0,0,0,0,0,10.2,1,1,1,1,1,0,0,0,924.5897456,2288.225648,924.5897456,59.94201632,209.4394974,59.94201632,2288.225648,209.4394974,337.9724681,0.084156491,462.9027618,0.115264632,0.00913059,18.16527467,0.009964495,76.63457746,0.042037618,924.5897456,0.23022653,59.94201632,0.014925801,113.6756916,0.0283057,234.7485858,0.058453333,3.621114579,0.001986349,32.49412545,0.017824534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,642,952,98
"144",51700032001,"Virginia","Newport News",1,1137,0,0,0,0,0,0,1.6,1,1,1,1,1,0,0,0,2842.17924,2849.999984,2842.17924,70.58604707,70.84166674,70.58604707,2849.999984,70.84166674,638.9999954,0.224210525,309.999996,0.108771928,0.040701754,0,0,16.92556908,0.014886165,2842.17924,0.997255874,70.58604707,0.024767034,636.637479,0.223381572,309.7555977,0.108686175,0,0,16.87342222,0.014840301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,639,310,0
"145",51700032002,"Virginia","Newport News",1,2188,0.0149472,0,0,0,0,0,1.8,1,1,1,1,1,0,0,0,1873.521281,3947.325123,1873.521281,109.9889348,239.2691136,109.9889348,3947.325123,239.2691136,367.1531826,0.059651208,918.7980961,0.149276701,0.031530513,18.20709907,0.008321343,33.46263551,0.015293709,1873.521281,0.304390135,109.9889348,0.017869851,177.1847691,0.028787127,454.402148,0.073826507,7.628673494,0.003486597,15.7373749,0.007192585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,632,1339,23
"146",51700032005,"Virginia","Newport News",1,1002,0,0,0,0,0,0,5.3,1,1,1,1,1,0,0,0,878.6938362,2479.458302,878.6938362,183.4953528,676.2865497,183.4953528,2479.458302,676.2865497,350.8356668,0.128464177,365.0092388,0.13365406,0.043237426,22.29038106,0.022245889,109.6037857,0.109385016,878.6938362,0.321748018,183.4953528,0.067189803,129.3648735,0.047369049,154.3670008,0.056523984,13.40272671,0.013375975,38.82268604,0.038745196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,394,394,23
"147",51700032006,"Virginia","Newport News",1,1564,0.0100257,0,0,0,0,1,36.6,0,0,0,0,0,0,0,0,0,413.8863773,0,0,190.8786807,0,413.8863773,190.8786807,8.821496248,0.002267737,253.2386026,0.065099898,0.002387263,27.49836135,0.017582072,53.0718739,0.033933423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1724,129,2390,245
"148",51700032007,"Virginia","Newport News",1,1335,0.0013897,0,0,0,0,0,6,0,1,0,1,0,0,0,0,235.1535008,2389.440916,235.1535008,50.85176492,504.236829,50.85176492,2389.440916,504.236829,325.0877987,0.090352362,660.2175767,0.183495713,0.029235283,29.62354391,0.022189921,102.990906,0.077146746,235.1535008,0.065356726,50.85176492,0.014133342,29.93367811,0.008319533,60.27048721,0.016751108,1.298767644,0.00097286,10.45490874,0.007831392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,435,1207,52
